Now starting Left hand comparisons:
146_4.bmp <-> 146_3.bmp similarity score:0.361474435196195
146_4.bmp <-> 146_2.bmp similarity score:0.23067776456599287
146_4.bmp <-> 146_1.bmp similarity score:0.178359096313912
146_3.bmp <-> 146_2.bmp similarity score:0.1961950059453032
146_3.bmp <-> 146_1.bmp similarity score:0.18430439952437574
146_2.bmp <-> 146_1.bmp similarity score:0.3697978596908442
062_1.bmp <-> 062_2.bmp similarity score:0.09512485136741974
062_1.bmp <-> 062_3.bmp similarity score:0.09512485136741974
062_1.bmp <-> 062_4.bmp similarity score:0.26634958382877527
062_1.bmp <-> 062_5.bmp similarity score:0.33055885850178357
062_2.bmp <-> 062_3.bmp similarity score:0.0535077288941736
062_2.bmp <-> 062_4.bmp similarity score:0.10344827586206896
062_2.bmp <-> 062_5.bmp similarity score:0.11652794292508918
062_3.bmp <-> 062_4.bmp similarity score:0.09155766944114149
062_3.bmp <-> 062_5.bmp similarity score:0.11533888228299644
062_4.bmp <-> 062_5.bmp similarity score:0.20451843043995244
103_5.bmp <-> 103_4.bmp similarity score:0.17360285374554102
103_5.bmp <-> 103_6.bmp similarity score:0.2544589774078478
103_5.bmp <-> 103_3.bmp similarity score:0.1902497027348395
103_5.bmp <-> 103_2.bmp similarity score:0.1426872770511296
103_5.bmp <-> 103_1.bmp similarity score:0.15219976218787157
103_4.bmp <-> 103_6.bmp similarity score:0.17122473246135553
103_4.bmp <-> 103_3.bmp similarity score:0.10463733650416171
103_4.bmp <-> 103_2.bmp similarity score:0.38287752675386444
103_4.bmp <-> 103_1.bmp similarity score:0.08561236623067776
103_6.bmp <-> 103_3.bmp similarity score:0.14982164090368608
103_6.bmp <-> 103_2.bmp similarity score:0.14863258026159334
103_6.bmp <-> 103_1.bmp similarity score:0.12366230677764566
103_3.bmp <-> 103_2.bmp similarity score:0.14149821640903687
103_3.bmp <-> 103_1.bmp similarity score:0.29369797859690844
103_2.bmp <-> 103_1.bmp similarity score:0.08204518430439953
027_1.bmp <-> 027_2.bmp similarity score:0.15219976218787157
027_1.bmp <-> 027_3.bmp similarity score:0.16884661117717004
027_1.bmp <-> 027_6.bmp similarity score:0.0713436385255648
027_1.bmp <-> 027_4.bmp similarity score:0.06302021403091558
027_1.bmp <-> 027_5.bmp similarity score:0.06658739595719382
027_2.bmp <-> 027_3.bmp similarity score:0.2556480380499406
027_2.bmp <-> 027_6.bmp similarity score:0.12128418549346016
027_2.bmp <-> 027_4.bmp similarity score:0.11296076099881094
027_2.bmp <-> 027_5.bmp similarity score:0.1070154577883472
027_3.bmp <-> 027_6.bmp similarity score:0.11652794292508918
027_3.bmp <-> 027_4.bmp similarity score:0.09750297265160524
027_3.bmp <-> 027_5.bmp similarity score:0.09750297265160524
027_6.bmp <-> 027_4.bmp similarity score:0.28894173602853745
027_6.bmp <-> 027_5.bmp similarity score:0.2794292508917955
027_4.bmp <-> 027_5.bmp similarity score:0.4328180737217598
001_2.bmp <-> 001_3.bmp similarity score:0.16765755053507728
001_2.bmp <-> 001_1.bmp similarity score:0.15576694411414982
001_2.bmp <-> 001_4.bmp similarity score:0.21046373365041618
001_2.bmp <-> 001_5.bmp similarity score:0.351961950059453
001_2.bmp <-> 001_6.bmp similarity score:0.18430439952437574
001_3.bmp <-> 001_1.bmp similarity score:0.2972651605231867
001_3.bmp <-> 001_4.bmp similarity score:0.187871581450654
001_3.bmp <-> 001_5.bmp similarity score:0.178359096313912
001_3.bmp <-> 001_6.bmp similarity score:0.2318668252080856
001_1.bmp <-> 001_4.bmp similarity score:0.20332936979785968
001_1.bmp <-> 001_5.bmp similarity score:0.13555291319857313
001_1.bmp <-> 001_6.bmp similarity score:0.18430439952437574
001_4.bmp <-> 001_5.bmp similarity score:0.23067776456599287
001_4.bmp <-> 001_6.bmp similarity score:0.2235434007134364
001_5.bmp <-> 001_6.bmp similarity score:0.19500594530321047
044_2.bmp <-> 044_3.bmp similarity score:0.11771700356718193
044_2.bmp <-> 044_1.bmp similarity score:0.17122473246135553
044_2.bmp <-> 044_4.bmp similarity score:0.04875148632580262
044_2.bmp <-> 044_5.bmp similarity score:0.07728894173602854
044_3.bmp <-> 044_1.bmp similarity score:0.07491082045184304
044_3.bmp <-> 044_4.bmp similarity score:0.09988109393579073
044_3.bmp <-> 044_5.bmp similarity score:0.23067776456599287
044_1.bmp <-> 044_4.bmp similarity score:0.06539833531510107
044_1.bmp <-> 044_5.bmp similarity score:0.06539833531510107
044_4.bmp <-> 044_5.bmp similarity score:0.10107015457788347
079_2.bmp <-> 079_3.bmp similarity score:0.1724137931034483
079_2.bmp <-> 079_1.bmp similarity score:0.2901307966706302
079_2.bmp <-> 079_4.bmp similarity score:0.27586206896551724
079_2.bmp <-> 079_5.bmp similarity score:0.09274673008323424
079_3.bmp <-> 079_1.bmp similarity score:0.1759809750297265
079_3.bmp <-> 079_4.bmp similarity score:0.2140309155766944
079_3.bmp <-> 079_5.bmp similarity score:0.1581450653983353
079_1.bmp <-> 079_4.bmp similarity score:0.2342449464922711
079_1.bmp <-> 079_5.bmp similarity score:0.1070154577883472
079_4.bmp <-> 079_5.bmp similarity score:0.09512485136741974
118_6.bmp <-> 118_5.bmp similarity score:0.2080856123662307
118_6.bmp <-> 118_4.bmp similarity score:0.089179548156956
118_6.bmp <-> 118_1.bmp similarity score:0.18430439952437574
118_6.bmp <-> 118_3.bmp similarity score:0.3258026159334126
118_6.bmp <-> 118_2.bmp similarity score:0.187871581450654
118_5.bmp <-> 118_4.bmp similarity score:0.041617122473246136
118_5.bmp <-> 118_1.bmp similarity score:0.09155766944114149
118_5.bmp <-> 118_3.bmp similarity score:0.14387633769322236
118_5.bmp <-> 118_2.bmp similarity score:0.10582639714625446
118_4.bmp <-> 118_1.bmp similarity score:0.1700356718192628
118_4.bmp <-> 118_3.bmp similarity score:0.13079667063020214
118_4.bmp <-> 118_2.bmp similarity score:0.15933412604042807
118_1.bmp <-> 118_3.bmp similarity score:0.2164090368608799
118_1.bmp <-> 118_2.bmp similarity score:0.187871581450654
118_3.bmp <-> 118_2.bmp similarity score:0.30083234244946494
204_3.bmp <-> 204_2.bmp similarity score:0.20095124851367419
204_3.bmp <-> 204_1.bmp similarity score:0.4399524375743163
204_3.bmp <-> 204_5.bmp similarity score:0.19262782401902498
204_3.bmp <-> 204_4.bmp similarity score:0.24019024970273484
204_3.bmp <-> 204_6.bmp similarity score:0.15933412604042807
204_2.bmp <-> 204_1.bmp similarity score:0.1605231866825208
204_2.bmp <-> 204_5.bmp similarity score:0.43162901307966706
204_2.bmp <-> 204_4.bmp similarity score:0.38525564803804996
204_2.bmp <-> 204_6.bmp similarity score:0.3103448275862069
204_1.bmp <-> 204_5.bmp similarity score:0.1629013079667063
204_1.bmp <-> 204_4.bmp similarity score:0.1700356718192628
204_1.bmp <-> 204_6.bmp similarity score:0.13436385255648037
204_5.bmp <-> 204_4.bmp similarity score:0.34244946492271106
204_5.bmp <-> 204_6.bmp similarity score:0.3460166468489893
204_4.bmp <-> 204_6.bmp similarity score:0.2734839476813318
084_2.bmp <-> 084_3.bmp similarity score:0.07491082045184304
084_2.bmp <-> 084_1.bmp similarity score:0.11771700356718193
084_2.bmp <-> 084_4.bmp similarity score:0.09750297265160524
084_2.bmp <-> 084_5.bmp similarity score:0.10939357907253269
084_3.bmp <-> 084_1.bmp similarity score:0.06658739595719382
084_3.bmp <-> 084_4.bmp similarity score:0.09036860879904875
084_3.bmp <-> 084_5.bmp similarity score:0.09631391200951249
084_1.bmp <-> 084_4.bmp similarity score:0.08204518430439953
084_1.bmp <-> 084_5.bmp similarity score:0.10344827586206896
084_4.bmp <-> 084_5.bmp similarity score:0.26040428061831156
186_5.bmp <-> 186_4.bmp similarity score:0.06302021403091558
186_5.bmp <-> 186_6.bmp similarity score:0.2437574316290131
186_5.bmp <-> 186_3.bmp similarity score:0.33650416171224734
186_5.bmp <-> 186_2.bmp similarity score:0.2901307966706302
186_5.bmp <-> 186_1.bmp similarity score:0.2925089179548157
186_4.bmp <-> 186_6.bmp similarity score:0.07966706302021404
186_4.bmp <-> 186_3.bmp similarity score:0.07847800237812129
186_4.bmp <-> 186_2.bmp similarity score:0.07372175980975029
186_4.bmp <-> 186_1.bmp similarity score:0.07372175980975029
186_6.bmp <-> 186_3.bmp similarity score:0.2520808561236623
186_6.bmp <-> 186_2.bmp similarity score:0.3222354340071344
186_6.bmp <-> 186_1.bmp similarity score:0.3032104637336504
186_3.bmp <-> 186_2.bmp similarity score:0.2437574316290131
186_3.bmp <-> 186_1.bmp similarity score:0.2806183115338882
186_2.bmp <-> 186_1.bmp similarity score:0.47919143876337694
007_4.bmp <-> 007_5.bmp similarity score:0.3507728894173603
007_4.bmp <-> 007_6.bmp similarity score:0.4173602853745541
007_4.bmp <-> 007_2.bmp similarity score:0.34720570749108204
007_4.bmp <-> 007_3.bmp similarity score:0.25921521997621877
007_4.bmp <-> 007_1.bmp similarity score:0.07609988109393578
007_5.bmp <-> 007_6.bmp similarity score:0.28894173602853745
007_5.bmp <-> 007_2.bmp similarity score:0.44946492271105826
007_5.bmp <-> 007_3.bmp similarity score:0.30202140309155767
007_5.bmp <-> 007_1.bmp similarity score:0.07847800237812129
007_6.bmp <-> 007_2.bmp similarity score:0.2806183115338882
007_6.bmp <-> 007_3.bmp similarity score:0.2473246135552913
007_6.bmp <-> 007_1.bmp similarity score:0.08085612366230678
007_2.bmp <-> 007_3.bmp similarity score:0.34839476813317477
007_2.bmp <-> 007_1.bmp similarity score:0.06896551724137931
007_3.bmp <-> 007_1.bmp similarity score:0.07253269916765755
042_4.bmp <-> 042_5.bmp similarity score:0.16409036860879905
042_4.bmp <-> 042_6.bmp similarity score:0.20689655172413793
042_4.bmp <-> 042_2.bmp similarity score:0.22829964328180738
042_4.bmp <-> 042_3.bmp similarity score:0.32461355529131986
042_4.bmp <-> 042_1.bmp similarity score:0.1426872770511296
042_5.bmp <-> 042_6.bmp similarity score:0.20451843043995244
042_5.bmp <-> 042_2.bmp similarity score:0.15576694411414982
042_5.bmp <-> 042_3.bmp similarity score:0.22829964328180738
042_5.bmp <-> 042_1.bmp similarity score:0.08680142687277051
042_6.bmp <-> 042_2.bmp similarity score:0.1902497027348395
042_6.bmp <-> 042_3.bmp similarity score:0.1581450653983353
042_6.bmp <-> 042_1.bmp similarity score:0.09988109393579073
042_2.bmp <-> 042_3.bmp similarity score:0.18311533888228299
042_2.bmp <-> 042_1.bmp similarity score:0.1581450653983353
042_3.bmp <-> 042_1.bmp similarity score:0.14149821640903687
140_3.bmp <-> 140_2.bmp similarity score:0.2437574316290131
140_3.bmp <-> 140_1.bmp similarity score:0.15219976218787157
140_3.bmp <-> 140_5.bmp similarity score:0.272294887039239
140_3.bmp <-> 140_4.bmp similarity score:0.12841854934601665
140_3.bmp <-> 140_6.bmp similarity score:0.16409036860879905
140_2.bmp <-> 140_1.bmp similarity score:0.3222354340071344
140_2.bmp <-> 140_5.bmp similarity score:0.3579072532699168
140_2.bmp <-> 140_4.bmp similarity score:0.19500594530321047
140_2.bmp <-> 140_6.bmp similarity score:0.2568370986920333
140_1.bmp <-> 140_5.bmp similarity score:0.1902497027348395
140_1.bmp <-> 140_4.bmp similarity score:0.21046373365041618
140_1.bmp <-> 140_6.bmp similarity score:0.18192627824019025
140_5.bmp <-> 140_4.bmp similarity score:0.17479191438763378
140_5.bmp <-> 140_6.bmp similarity score:0.2615933412604043
140_4.bmp <-> 140_6.bmp similarity score:0.31272294887039237
105_3.bmp <-> 105_2.bmp similarity score:0.19738406658739596
105_3.bmp <-> 105_1.bmp similarity score:0.1248513674197384
105_3.bmp <-> 105_5.bmp similarity score:0.13436385255648037
105_3.bmp <-> 105_4.bmp similarity score:0.19976218787158145
105_2.bmp <-> 105_1.bmp similarity score:0.20332936979785968
105_2.bmp <-> 105_5.bmp similarity score:0.19262782401902498
105_2.bmp <-> 105_4.bmp similarity score:0.1700356718192628
105_1.bmp <-> 105_5.bmp similarity score:0.1248513674197384
105_1.bmp <-> 105_4.bmp similarity score:0.10225921521997622
105_5.bmp <-> 105_4.bmp similarity score:0.2140309155766944
219_6.bmp <-> 219_5.bmp similarity score:0.18311533888228299
219_6.bmp <-> 219_4.bmp similarity score:0.12366230677764566
219_6.bmp <-> 219_1.bmp similarity score:0.0356718192627824
219_6.bmp <-> 219_3.bmp similarity score:0.06302021403091558
219_6.bmp <-> 219_2.bmp similarity score:0.04042806183115339
219_5.bmp <-> 219_4.bmp similarity score:0.28656361474435194
219_5.bmp <-> 219_1.bmp similarity score:0.06064209274673008
219_5.bmp <-> 219_3.bmp similarity score:0.07253269916765755
219_5.bmp <-> 219_2.bmp similarity score:0.07253269916765755
219_4.bmp <-> 219_1.bmp similarity score:0.07253269916765755
219_4.bmp <-> 219_3.bmp similarity score:0.07491082045184304
219_4.bmp <-> 219_2.bmp similarity score:0.08442330558858502
219_1.bmp <-> 219_3.bmp similarity score:0.17122473246135553
219_1.bmp <-> 219_2.bmp similarity score:0.25326991676575505
219_3.bmp <-> 219_2.bmp similarity score:0.26516052318668254
199_2.bmp <-> 199_3.bmp similarity score:0.20689655172413793
199_2.bmp <-> 199_1.bmp similarity score:0.3947681331747919
199_2.bmp <-> 199_4.bmp similarity score:0.21878715814506539
199_2.bmp <-> 199_5.bmp similarity score:0.1985731272294887
199_2.bmp <-> 199_6.bmp similarity score:0.18192627824019025
199_3.bmp <-> 199_1.bmp similarity score:0.1902497027348395
199_3.bmp <-> 199_4.bmp similarity score:0.6777645659928656
199_3.bmp <-> 199_5.bmp similarity score:0.12247324613555291
199_3.bmp <-> 199_6.bmp similarity score:0.1070154577883472
199_1.bmp <-> 199_4.bmp similarity score:0.1961950059453032
199_1.bmp <-> 199_5.bmp similarity score:0.1724137931034483
199_1.bmp <-> 199_6.bmp similarity score:0.17360285374554102
199_4.bmp <-> 199_5.bmp similarity score:0.12960760998810938
199_4.bmp <-> 199_6.bmp similarity score:0.11533888228299644
199_5.bmp <-> 199_6.bmp similarity score:0.5219976218787158
220_2.bmp <-> 220_3.bmp similarity score:0.27705112960760997
220_2.bmp <-> 220_1.bmp similarity score:0.24494649227110582
220_2.bmp <-> 220_4.bmp similarity score:0.20095124851367419
220_2.bmp <-> 220_5.bmp similarity score:0.20689655172413793
220_2.bmp <-> 220_6.bmp similarity score:0.3103448275862069
220_3.bmp <-> 220_1.bmp similarity score:0.2746730083234245
220_3.bmp <-> 220_4.bmp similarity score:0.2794292508917955
220_3.bmp <-> 220_5.bmp similarity score:0.2080856123662307
220_3.bmp <-> 220_6.bmp similarity score:0.2556480380499406
220_1.bmp <-> 220_4.bmp similarity score:0.19976218787158145
220_1.bmp <-> 220_5.bmp similarity score:0.13079667063020214
220_1.bmp <-> 220_6.bmp similarity score:0.1938168846611177
220_4.bmp <-> 220_5.bmp similarity score:0.27586206896551724
220_4.bmp <-> 220_6.bmp similarity score:0.2342449464922711
220_5.bmp <-> 220_6.bmp similarity score:0.2473246135552913
018_3.bmp <-> 018_2.bmp similarity score:0.17479191438763378
018_3.bmp <-> 018_1.bmp similarity score:0.20927467300832342
018_3.bmp <-> 018_5.bmp similarity score:0.12841854934601665
018_3.bmp <-> 018_4.bmp similarity score:0.19143876337693222
018_3.bmp <-> 018_6.bmp similarity score:0.1248513674197384
018_2.bmp <-> 018_1.bmp similarity score:0.4447086801426873
018_2.bmp <-> 018_5.bmp similarity score:0.09274673008323424
018_2.bmp <-> 018_4.bmp similarity score:0.3376932223543401
018_2.bmp <-> 018_6.bmp similarity score:0.08442330558858502
018_1.bmp <-> 018_5.bmp similarity score:0.09155766944114149
018_1.bmp <-> 018_4.bmp similarity score:0.3151010701545779
018_1.bmp <-> 018_6.bmp similarity score:0.09036860879904875
018_5.bmp <-> 018_4.bmp similarity score:0.10939357907253269
018_5.bmp <-> 018_6.bmp similarity score:0.49108204518430437
018_4.bmp <-> 018_6.bmp similarity score:0.11296076099881094
206_1.bmp <-> 206_2.bmp similarity score:0.33055885850178357
206_1.bmp <-> 206_3.bmp similarity score:0.2972651605231867
206_1.bmp <-> 206_6.bmp similarity score:0.27705112960760997
206_1.bmp <-> 206_4.bmp similarity score:0.31272294887039237
206_1.bmp <-> 206_5.bmp similarity score:0.29488703923900117
206_2.bmp <-> 206_3.bmp similarity score:0.26040428061831156
206_2.bmp <-> 206_6.bmp similarity score:0.28299643281807374
206_2.bmp <-> 206_4.bmp similarity score:0.36623067776456597
206_2.bmp <-> 206_5.bmp similarity score:0.24613555291319858
206_3.bmp <-> 206_6.bmp similarity score:0.3032104637336504
206_3.bmp <-> 206_4.bmp similarity score:0.3686087990487515
206_3.bmp <-> 206_5.bmp similarity score:0.31866825208085614
206_6.bmp <-> 206_4.bmp similarity score:0.3210463733650416
206_6.bmp <-> 206_5.bmp similarity score:0.3590963139120095
206_4.bmp <-> 206_5.bmp similarity score:0.30202140309155767
164_2.bmp <-> 164_3.bmp similarity score:0.43162901307966706
164_2.bmp <-> 164_1.bmp similarity score:0.5469678953626635
164_2.bmp <-> 164_4.bmp similarity score:0.2520808561236623
164_2.bmp <-> 164_5.bmp similarity score:0.2925089179548157
164_2.bmp <-> 164_6.bmp similarity score:0.2734839476813318
164_3.bmp <-> 164_1.bmp similarity score:0.4149821640903686
164_3.bmp <-> 164_4.bmp similarity score:0.20095124851367419
164_3.bmp <-> 164_5.bmp similarity score:0.34958382877526756
164_3.bmp <-> 164_6.bmp similarity score:0.3376932223543401
164_1.bmp <-> 164_4.bmp similarity score:0.2211652794292509
164_1.bmp <-> 164_5.bmp similarity score:0.3103448275862069
164_1.bmp <-> 164_6.bmp similarity score:0.24019024970273484
164_4.bmp <-> 164_5.bmp similarity score:0.14982164090368608
164_4.bmp <-> 164_6.bmp similarity score:0.18906064209274673
164_5.bmp <-> 164_6.bmp similarity score:0.3733650416171225
005_6.bmp <-> 005_5.bmp similarity score:0.14863258026159334
005_6.bmp <-> 005_4.bmp similarity score:0.17360285374554102
005_6.bmp <-> 005_1.bmp similarity score:0.14863258026159334
005_6.bmp <-> 005_3.bmp similarity score:0.07847800237812129
005_6.bmp <-> 005_2.bmp similarity score:0.0713436385255648
005_5.bmp <-> 005_4.bmp similarity score:0.19262782401902498
005_5.bmp <-> 005_1.bmp similarity score:0.21997621878715815
005_5.bmp <-> 005_3.bmp similarity score:0.07609988109393578
005_5.bmp <-> 005_2.bmp similarity score:0.09274673008323424
005_4.bmp <-> 005_1.bmp similarity score:0.2116527942925089
005_4.bmp <-> 005_3.bmp similarity score:0.14625445897740785
005_4.bmp <-> 005_2.bmp similarity score:0.1961950059453032
005_1.bmp <-> 005_3.bmp similarity score:0.12960760998810938
005_1.bmp <-> 005_2.bmp similarity score:0.13555291319857313
005_3.bmp <-> 005_2.bmp similarity score:0.272294887039239
121_2.bmp <-> 121_3.bmp similarity score:0.09988109393579073
121_2.bmp <-> 121_1.bmp similarity score:0.09155766944114149
121_2.bmp <-> 121_4.bmp similarity score:0.34244946492271106
121_2.bmp <-> 121_5.bmp similarity score:0.06064209274673008
121_2.bmp <-> 121_6.bmp similarity score:0.09155766944114149
121_3.bmp <-> 121_1.bmp similarity score:0.6218787158145065
121_3.bmp <-> 121_4.bmp similarity score:0.08561236623067776
121_3.bmp <-> 121_5.bmp similarity score:0.09988109393579073
121_3.bmp <-> 121_6.bmp similarity score:0.08085612366230678
121_1.bmp <-> 121_4.bmp similarity score:0.07491082045184304
121_1.bmp <-> 121_5.bmp similarity score:0.1070154577883472
121_1.bmp <-> 121_6.bmp similarity score:0.07491082045184304
121_4.bmp <-> 121_5.bmp similarity score:0.06302021403091558
121_4.bmp <-> 121_6.bmp similarity score:0.07015457788347206
121_5.bmp <-> 121_6.bmp similarity score:0.24613555291319858
023_5.bmp <-> 023_4.bmp similarity score:0.09988109393579073
023_5.bmp <-> 023_6.bmp similarity score:0.09036860879904875
023_5.bmp <-> 023_3.bmp similarity score:0.07491082045184304
023_5.bmp <-> 023_2.bmp similarity score:0.1700356718192628
023_5.bmp <-> 023_1.bmp similarity score:0.07966706302021404
023_4.bmp <-> 023_6.bmp similarity score:0.2972651605231867
023_4.bmp <-> 023_3.bmp similarity score:0.27586206896551724
023_4.bmp <-> 023_2.bmp similarity score:0.13912009512485138
023_4.bmp <-> 023_1.bmp similarity score:0.21759809750297265
023_6.bmp <-> 023_3.bmp similarity score:0.34720570749108204
023_6.bmp <-> 023_2.bmp similarity score:0.12366230677764566
023_6.bmp <-> 023_1.bmp similarity score:0.2211652794292509
023_3.bmp <-> 023_2.bmp similarity score:0.09036860879904875
023_3.bmp <-> 023_1.bmp similarity score:0.2901307966706302
023_2.bmp <-> 023_1.bmp similarity score:0.08204518430439953
107_1.bmp <-> 107_2.bmp similarity score:0.1272294887039239
107_1.bmp <-> 107_3.bmp similarity score:0.034482758620689655
107_1.bmp <-> 107_6.bmp similarity score:0.052318668252080855
107_1.bmp <-> 107_4.bmp similarity score:0.0356718192627824
107_1.bmp <-> 107_5.bmp similarity score:0.17954815695600476
107_2.bmp <-> 107_3.bmp similarity score:0.09631391200951249
107_2.bmp <-> 107_6.bmp similarity score:0.12128418549346016
107_2.bmp <-> 107_4.bmp similarity score:0.10225921521997622
107_2.bmp <-> 107_5.bmp similarity score:0.1545778834720571
107_3.bmp <-> 107_6.bmp similarity score:0.262782401902497
107_3.bmp <-> 107_4.bmp similarity score:0.2544589774078478
107_3.bmp <-> 107_5.bmp similarity score:0.07015457788347206
107_6.bmp <-> 107_4.bmp similarity score:0.25802615933412604
107_6.bmp <-> 107_5.bmp similarity score:0.06420927467300833
107_4.bmp <-> 107_5.bmp similarity score:0.07015457788347206
066_5.bmp <-> 066_4.bmp similarity score:0.30677764565992865
066_5.bmp <-> 066_6.bmp similarity score:0.18430439952437574
066_5.bmp <-> 066_3.bmp similarity score:0.28656361474435194
066_5.bmp <-> 066_2.bmp similarity score:0.2746730083234245
066_5.bmp <-> 066_1.bmp similarity score:0.08204518430439953
066_4.bmp <-> 066_6.bmp similarity score:0.26516052318668254
066_4.bmp <-> 066_3.bmp similarity score:0.272294887039239
066_4.bmp <-> 066_2.bmp similarity score:0.23662306777645659
066_4.bmp <-> 066_1.bmp similarity score:0.09750297265160524
066_6.bmp <-> 066_3.bmp similarity score:0.20451843043995244
066_6.bmp <-> 066_2.bmp similarity score:0.18668252080856124
066_6.bmp <-> 066_1.bmp similarity score:0.093935790725327
066_3.bmp <-> 066_2.bmp similarity score:0.3935790725326992
066_3.bmp <-> 066_1.bmp similarity score:0.09631391200951249
066_2.bmp <-> 066_1.bmp similarity score:0.09631391200951249
142_1.bmp <-> 142_2.bmp similarity score:0.3162901307966706
142_1.bmp <-> 142_3.bmp similarity score:0.27586206896551724
142_1.bmp <-> 142_6.bmp similarity score:0.262782401902497
142_1.bmp <-> 142_4.bmp similarity score:0.25089179548156954
142_1.bmp <-> 142_5.bmp similarity score:0.2877526753864447
142_2.bmp <-> 142_3.bmp similarity score:0.361474435196195
142_2.bmp <-> 142_6.bmp similarity score:0.33531510107015455
142_2.bmp <-> 142_4.bmp similarity score:0.380499405469679
142_2.bmp <-> 142_5.bmp similarity score:0.33531510107015455
142_3.bmp <-> 142_6.bmp similarity score:0.3436385255648038
142_3.bmp <-> 142_4.bmp similarity score:0.3876337693222354
142_3.bmp <-> 142_5.bmp similarity score:0.28299643281807374
142_6.bmp <-> 142_4.bmp similarity score:0.4577883472057075
142_6.bmp <-> 142_5.bmp similarity score:0.291319857312723
142_4.bmp <-> 142_5.bmp similarity score:0.3079667063020214
086_1.bmp <-> 086_3.bmp similarity score:0.21878715814506539
086_1.bmp <-> 086_2.bmp similarity score:0.17717003567181927
086_1.bmp <-> 086_5.bmp similarity score:0.22473246135552913
086_1.bmp <-> 086_4.bmp similarity score:0.25921521997621877
086_3.bmp <-> 086_2.bmp similarity score:0.32461355529131986
086_3.bmp <-> 086_5.bmp similarity score:0.30439952437574314
086_3.bmp <-> 086_4.bmp similarity score:0.23067776456599287
086_2.bmp <-> 086_5.bmp similarity score:0.23067776456599287
086_2.bmp <-> 086_4.bmp similarity score:0.20095124851367419
086_5.bmp <-> 086_4.bmp similarity score:0.3032104637336504
021_6.bmp <-> 021_4.bmp similarity score:0.06658739595719382
021_6.bmp <-> 021_5.bmp similarity score:0.1426872770511296
021_6.bmp <-> 021_1.bmp similarity score:0.07728894173602854
021_6.bmp <-> 021_2.bmp similarity score:0.07847800237812129
021_6.bmp <-> 021_3.bmp similarity score:0.07253269916765755
021_4.bmp <-> 021_5.bmp similarity score:0.08204518430439953
021_4.bmp <-> 021_1.bmp similarity score:0.24019024970273484
021_4.bmp <-> 021_2.bmp similarity score:0.09631391200951249
021_4.bmp <-> 021_3.bmp similarity score:0.1403091557669441
021_5.bmp <-> 021_1.bmp similarity score:0.07491082045184304
021_5.bmp <-> 021_2.bmp similarity score:0.05826397146254459
021_5.bmp <-> 021_3.bmp similarity score:0.08561236623067776
021_1.bmp <-> 021_2.bmp similarity score:0.09274673008323424
021_1.bmp <-> 021_3.bmp similarity score:0.11890606420927467
021_2.bmp <-> 021_3.bmp similarity score:0.1403091557669441
123_1.bmp <-> 123_3.bmp similarity score:0.23781212841854935
123_1.bmp <-> 123_2.bmp similarity score:0.13793103448275862
123_1.bmp <-> 123_6.bmp similarity score:0.14744351961950058
123_1.bmp <-> 123_5.bmp similarity score:0.21521997621878716
123_1.bmp <-> 123_4.bmp similarity score:0.26516052318668254
123_3.bmp <-> 123_2.bmp similarity score:0.08561236623067776
123_3.bmp <-> 123_6.bmp similarity score:0.17954815695600476
123_3.bmp <-> 123_5.bmp similarity score:0.24019024970273484
123_3.bmp <-> 123_4.bmp similarity score:0.31272294887039237
123_2.bmp <-> 123_6.bmp similarity score:0.15933412604042807
123_2.bmp <-> 123_5.bmp similarity score:0.1367419738406659
123_2.bmp <-> 123_4.bmp similarity score:0.11296076099881094
123_6.bmp <-> 123_5.bmp similarity score:0.2746730083234245
123_6.bmp <-> 123_4.bmp similarity score:0.17360285374554102
123_5.bmp <-> 123_4.bmp similarity score:0.2615933412604043
166_1.bmp <-> 166_3.bmp similarity score:0.4149821640903686
166_1.bmp <-> 166_2.bmp similarity score:0.10939357907253269
166_1.bmp <-> 166_6.bmp similarity score:0.2140309155766944
166_1.bmp <-> 166_5.bmp similarity score:0.21878715814506539
166_1.bmp <-> 166_4.bmp similarity score:0.18668252080856124
166_3.bmp <-> 166_2.bmp similarity score:0.12960760998810938
166_3.bmp <-> 166_6.bmp similarity score:0.24851367419738407
166_3.bmp <-> 166_5.bmp similarity score:0.2615933412604043
166_3.bmp <-> 166_4.bmp similarity score:0.17954815695600476
166_2.bmp <-> 166_6.bmp similarity score:0.10344827586206896
166_2.bmp <-> 166_5.bmp similarity score:0.14863258026159334
166_2.bmp <-> 166_4.bmp similarity score:0.09988109393579073
166_6.bmp <-> 166_5.bmp similarity score:0.22829964328180738
166_6.bmp <-> 166_4.bmp similarity score:0.3329369797859691
166_5.bmp <-> 166_4.bmp similarity score:0.18311533888228299
222_1.bmp <-> 222_3.bmp similarity score:0.21759809750297265
222_1.bmp <-> 222_2.bmp similarity score:0.3329369797859691
222_1.bmp <-> 222_6.bmp similarity score:0.13198573127229488
222_1.bmp <-> 222_5.bmp similarity score:0.20451843043995244
222_1.bmp <-> 222_4.bmp similarity score:0.17122473246135553
222_3.bmp <-> 222_2.bmp similarity score:0.2294887039239001
222_3.bmp <-> 222_6.bmp similarity score:0.1605231866825208
222_3.bmp <-> 222_5.bmp similarity score:0.187871581450654
222_3.bmp <-> 222_4.bmp similarity score:0.28418549346016647
222_2.bmp <-> 222_6.bmp similarity score:0.14982164090368608
222_2.bmp <-> 222_5.bmp similarity score:0.1938168846611177
